nombre_grada,nombre_recinto,num_localidades,precio_grada
Grada Blanca Tribuna,Plovdiv Stadion hfmurfpqmo,40,63
Grada Verde Tribuna,Plovdiv Stadion mwcftdmxmq,16,27
Grada Este Tribuna,Plovdiv Stadion rwojanrkpp,9,91
Grada Blanca Sector,Plovdiv Stadion rwojanrkpp,39,46
Grada Verde Zona,PNC Park ywblxmbzti,10,24
Grada Norte Sector,Pocono Raceway xgqfvqnaom,27,92
Grada Este Zona,Pocono Raceway xgqfvqnaom,25,58
Grada Azul Grada,Pocono Raceway xgqfvqnaom,5,99
Grada Negra Sector,Portland Int'l Raceway qqyctypbcg,5,63
Grada Negra Sector,Portland Int'l Raceway sporxsmkjb,10,72
Grada Negra Sector,Portman Road ztqsxucjzn,21,39
Grada Norte Sector,Portman Road ztqsxucjzn,6,86
Grada Oeste Tribuna,Presidente Perón hcpuitlxyd,25,74
Grada Azul Sector,Presidente Perón hcpuitlxyd,49,94
Grada Negra Grada,Presidente Perón hcpuitlxyd,48,79
Grada Azul Tribuna,Presidente Perón rvkdncyueh,32,84
Grada Norte Tribuna,Presidente Perón tpfwiuhyln,5,46
Grada Roja Sector,Presidente Perón uwcctjtwor,34,78
Grada Este Tribuna,Presidente Perón uwcctjtwor,8,46
Grada Verde Tribuna,Presidente Perón xwauvqklwd,49,32
Grada Sur Sector,Presidente Perón xwauvqklwd,33,37
Grada Norte Sector,Presidente Perón xwauvqklwd,20,85
Grada Amarilla Tribuna,Pride Park euqdpswxpu,45,76
Grada Este Grada,Pride Park euqdpswxpu,23,54
Grada Blanca Zona,Pride Park euqdpswxpu,3,56
Grada Norte Tribuna,Pride Park gesiwntfsz,47,24
Grada Amarilla Grada,Pride Park gesiwntfsz,37,39
Grada Azul Grada,Pride Park hitfnmxepd,12,42
Grada Verde Sector,Pride Park hitfnmxepd,17,88
Grada Este Sector,Pride Park hitfnmxepd,31,50
Grada Azul Sector,Pride Park pzvdemwnsk,10,28
Grada Oeste Tribuna,Pride Park pzvdemwnsk,17,96
Grada Sur Sector,Pride Park pzvdemwnsk,7,92
Grada Amarilla Tribuna,Prince Mohamed bin Fahd ilbrgamfhc,24,56
Grada Azul Tribuna,Prince Mohamed bin Fahd ilbrgamfhc,21,23
Grada Amarilla Grada,Prince Mohamed bin Fahd zvdkbapzhq,16,20
Grada Oeste Sector,Prince Mohamed bin Fahd zvdkbapzhq,6,52
Grada Verde Tribuna,Prince Mohamed bin Fahd zvdkbapzhq,37,58
Grada Oeste Sector,Princes Park thssivtiex,20,58
Grada Azul Grada,Progressive Field gppfbwxjxd,41,16
Grada Roja Sector,Progressive Field gppfbwxjxd,30,65
Grada Roja Tribuna,Progressive Field gppfbwxjxd,35,88
Grada Sur Grada,Progressive Field ugpwvgvwxo,29,97
Grada Blanca Sector,Progressive Field ugpwvgvwxo,37,80
Grada Oeste Grada,Progressive Field uxxnfhoaub,30,80
Grada Sur Tribuna,Progressive Field uxxnfhoaub,15,69
Grada Blanca Sector,Progressive Field uxxnfhoaub,7,12
Grada Azul Sector,Qualcomm Stadium ijdycljcsf,3,49
Grada Verde Sector,Qualcomm Stadium ijdycljcsf,48,79
Grada Blanca Tribuna,Qualcomm Stadium ijdycljcsf,7,30
Grada Verde Sector,Qualcomm Stadium qwfpfuvxrr,23,55
Grada Blanca Tribuna,Qualcomm Stadium usbjhcwphb,39,53
Grada Negra Zona,Qualcomm Stadium usbjhcwphb,30,87
Grada Blanca Grada,Qualcomm Stadium usbjhcwphb,18,63
Grada Este Sector,Qualcomm Stadium zvdwdoprkz,23,14
Grada Norte Tribuna,Qualcomm Stadium zvdwdoprkz,32,97
Grada Blanca Sector,Qualcomm Stadium zvdwdoprkz,3,12
Grada Norte Sector,Queensland Centre kwqgbzmpgq,38,69
Grada Azul Sector,Queensland Centre kwqgbzmpgq,45,80
Grada Azul Zona,Queensland Centre kwqgbzmpgq,40,50
Grada Verde Sector,Rajamangala Stadium dmsmhagsgw,43,80
Grada Este Zona,Rajamangala Stadium dmsmhagsgw,29,59
Grada Verde Zona,Rajamangala Stadium uyzgdyvsxp,42,10
Grada Norte Sector,Rajiv Gandhi Stadium qexzgmvbmk,47,11
Grada Este Sector,Rajiv Gandhi Stadium qexzgmvbmk,33,69
Grada Amarilla Zona,Ralph Wilson Stadium hkthnsbdvu,7,82
Grada Sur Grada,Ralph Wilson Stadium venmygkhed,24,94
Grada Verde Zona,Ralph Wilson Stadium venmygkhed,41,29
Grada Negra Grada,Ralph Wilson Stadium venmygkhed,50,67
Grada Verde Zona,Ralph Wilson Stadium vpcjdwxlij,19,44
Grada Norte Sector,Ramón Sánchez Pizjuán givwiitaej,27,19
Grada Oeste Zona,Ramón Sánchez Pizjuán givwiitaej,50,55
Grada Blanca Sector,Ramón Sánchez Pizjuán givwiitaej,9,30
Grada Negra Zona,Ramón Sánchez Pizjuán yrrsemobjh,6,41
Grada Verde Sector,Ramón Sánchez Pizjuán yrrsemobjh,3,59
Grada Este Sector,Ramón Sánchez Pizjuán yrrsemobjh,49,55
Grada Este Grada,Rangers Ballpark vitsdathqw,47,80
Grada Este Zona,Rangers Ballpark vitsdathqw,12,40
Grada Norte Sector,Rangers Ballpark vitsdathqw,9,84
Grada Este Sector,Ranji Stadium ehijyhszet,32,15
Grada Azul Tribuna,Ranji Stadium ehijyhszet,17,72
Grada Roja Sector,Ranji Stadium ehijyhszet,35,24
Grada Amarilla Grada,Ranji Stadium vmafmyejnn,11,52
Grada Roja Grada,Ranji Stadium vmafmyejnn,46,60
Grada Amarilla Zona,Raymond James Stadium trbrqsizwz,14,46
Grada Norte Sector,Raymond James Stadium trbrqsizwz,34,15
Grada Norte Grada,Raymond James Stadium trbrqsizwz,39,19
Grada Norte Zona,Raymond James Stadium zjlrtobxyl,19,96
Grada Oeste Sector,Raymond James Stadium zjlrtobxyl,4,26
Grada Oeste Zona,Raymond James Stadium zjlrtobxyl,7,28
Grada Roja Grada,Raymond James Stadium zqffqwsuak,18,98
Grada Este Zona,Razorback Stadium fqkxpjfmex,33,20
Grada Roja Grada,Razorback Stadium fqkxpjfmex,47,34
Grada Azul Grada,Razorback Stadium hshkxlyusw,14,87
Grada Este Sector,Razorback Stadium otxnlifwub,21,100
Grada Amarilla Tribuna,Razorback Stadium qfdqkwwuoy,2,44
Grada Sur Sector,Red Bull Arena mxnfapiyec,10,43
Grada Este Zona,Red Bull Arena mxnfapiyec,15,78
Grada Oeste Grada,Red Bull Arena mxnfapiyec,17,84
Grada Negra Grada,Red Bull Arena ulmxjtqbvs,26,57
Grada Verde Sector,Reliant Stadium craspixyty,23,66
Grada Este Grada,Reliant Stadium craspixyty,2,70
Grada Oeste Zona,Reliant Stadium klpeiprshr,44,31
Grada Verde Sector,Reliant Stadium klpeiprshr,31,31
Grada Verde Zona,Reliant Stadium shctvsnjlh,3,55
Grada Norte Sector,Reliant Stadium uaikwduenv,19,25
Grada Negra Sector,Reliant Stadium uaikwduenv,23,100
Grada Oeste Sector,Reliant Stadium uaikwduenv,15,74
Grada Norte Grada,Reliant Stadium xpfiaixiyx,21,76
Grada Sur Sector,Reliant Stadium yhawicjiuv,3,89
Grada Azul Zona,Reliant Stadium yhawicjiuv,36,74
Grada Sur Grada,Rentschler Field ammhsvazhg,17,57
Grada Sur Sector,Rentschler Field ammhsvazhg,6,80
Grada Azul Zona,Rentschler Field ammhsvazhg,4,74
Grada Roja Grada,Rentschler Field dgnjldghzd,32,45
Grada Verde Sector,Rentschler Field dgnjldghzd,49,66
Grada Este Sector,Rentschler Field iorvtpzyob,1,18
Grada Azul Zona,Rentschler Field iorvtpzyob,37,75
Grada Sur Zona,Rentschler Field yigewqxqjb,31,81
Grada Blanca Tribuna,Rentschler Field yigewqxqjb,38,54
Grada Amarilla Tribuna,Reser Stadium btidcxqwhb,25,91
Grada Azul Sector,Reser Stadium btidcxqwhb,35,78
Grada Azul Tribuna,Reser Stadium ivhwdpxzcw,7,68
Grada Sur Sector,Reser Stadium ivhwdpxzcw,5,16
Grada Roja Sector,Reser Stadium ivhwdpxzcw,34,53
Grada Sur Sector,Reser Stadium lithrumpbt,1,43
Grada Negra Sector,Reser Stadium lithrumpbt,24,30
Grada Amarilla Sector,Reser Stadium lithrumpbt,33,60
Grada Roja Zona,rewirpowerSTADION emnayhghzy,3,20
Grada Azul Zona,rewirpowerSTADION flqauzjapl,43,67
Grada Norte Grada,rewirpowerSTADION flqauzjapl,21,42
Grada Blanca Zona,rewirpowerSTADION flqauzjapl,18,95
Grada Oeste Sector,rewirpowerSTADION ifyypflumn,32,59
Grada Negra Sector,rewirpowerSTADION ifyypflumn,1,58
Grada Norte Sector,rewirpowerSTADION ifyypflumn,46,94
Grada Azul Sector,RFK Memorial Stadium eskronasuq,10,10
Grada Sur Sector,RFK Memorial Stadium fxiaoybxty,19,93
Grada Roja Tribuna,RFK Memorial Stadium lkjjzzoxxv,49,40
Grada Sur Tribuna,RFK Memorial Stadium lkjjzzoxxv,35,78
Grada Oeste Zona,RFK Memorial Stadium lkjjzzoxxv,6,84
Grada Norte Sector,RFK Memorial Stadium vlikkcfdqh,8,34
Grada Sur Sector,RFK Memorial Stadium vlikkcfdqh,15,85
Grada Amarilla Grada,RFK Memorial Stadium xfrknfvjjc,3,66
Grada Sur Tribuna,RFK Memorial Stadium xfrknfvjjc,21,57
Grada Roja Sector,Riau Main Stadium dtibjnczgw,36,36
Grada Verde Grada,Riau Main Stadium ickpdbtrqu,42,69
Grada Norte Zona,Riau Main Stadium ickpdbtrqu,50,95
Grada Verde Sector,Riau Main Stadium ickpdbtrqu,4,63
Grada Blanca Sector,Riau Main Stadium qlueqwunwc,33,38
Grada Blanca Sector,Rice Stadium ctnnpuzlhx,26,19
Grada Negra Tribuna,Rice Stadium ypsukugcyf,5,87
Grada Sur Zona,Rice Stadium ypsukugcyf,2,11
Grada Amarilla Sector,Rice-Eccles Stadium gcacupfjht,5,42
Grada Norte Zona,Rice-Eccles Stadium gcacupfjht,14,25
Grada Oeste Tribuna,Rice-Eccles Stadium ojtdvvanml,13,43
Grada Verde Tribuna,Rice-Eccles Stadium vdohwjtgli,20,75
Grada Oeste Sector,Rice-Eccles Stadium vdohwjtgli,24,55
Grada Roja Sector,Rice-Eccles Stadium yoqnvyggzu,45,15
Grada Negra Grada,Rice-Eccles Stadium yoqnvyggzu,2,10
Grada Amarilla Grada,Richmond Int'l Raceway jdbhgqxfla,1,37
Grada Verde Grada,Richmond Int'l Raceway jdbhgqxfla,33,43
Grada Sur Grada,Richmond Int'l Raceway jdbhgqxfla,29,62
Grada Verde Grada,Richmond Int'l Raceway wmvqufamwh,49,80
Grada Este Tribuna,Richmond Int'l Raceway wmvqufamwh,40,49
Grada Amarilla Tribuna,Richmond Int'l Raceway wmvqufamwh,14,84
Grada Verde Tribuna,Ricoh Arena iaovxwwzpi,39,49
Grada Norte Sector,Ricoh Arena iaovxwwzpi,7,49
Grada Negra Sector,Ricoh Arena tpveekfrzx,6,22
Grada Sur Tribuna,Ricoh Arena tpveekfrzx,39,63
Grada Azul Tribuna,Riverside Stadium leuldmfnmw,10,10
Grada Verde Sector,Riverside Stadium wflcsqmkct,21,26
Grada Verde Grada,Riverside Stadium yddkknjdmk,8,74
Grada Blanca Grada,Roberts Stadium afxlqpitkp,41,15
Grada Oeste Tribuna,Roberts Stadium hjamjslown,9,76
Grada Este Zona,Roberts Stadium hjamjslown,5,65
Grada Este Zona,Roberts Stadium xfgwnrydrv,50,90
Grada Roja Grada,Roberts Stadium xfgwnrydrv,4,66
Grada Norte Sector,Rockingham Speedway kokhpjemit,40,41
Grada Azul Grada,Rockingham Speedway kokhpjemit,20,100
Grada Negra Sector,Rockingham Speedway kokhpjemit,41,94
Grada Norte Sector,Rockingham Speedway xfddrjucsh,7,78
Grada Negra Tribuna,Rockingham Speedway xfddrjucsh,12,30
Grada Azul Sector,Rockingham Speedway xfddrjucsh,35,61
Grada Negra Grada,Rockingham_Speedway ujwlizepcb,35,39
Grada Amarilla Tribuna,Rockingham_Speedway zurqwivhjl,31,23
Grada Sur Tribuna,Rogers Centre lsciemfoze,35,23
Grada Verde Grada,Rogers Centre lsciemfoze,16,33
Grada Blanca Grada,Rogers Centre rlpebxslal,19,39
Grada Amarilla Sector,Rogers Centre zpvevwgaux,2,51
Grada Norte Zona,Rose Bowl Stadium hbogkcysxw,43,67
Grada Verde Sector,Rose Bowl Stadium hbogkcysxw,2,10
Grada Sur Zona,Rose Bowl Stadium hbogkcysxw,21,59
Grada Amarilla Zona,Rose Bowl Stadium hugtgnfupd,46,15
Grada Verde Sector,Rose Bowl Stadium splibsthhj,12,90
Grada Verde Tribuna,Rose Bowl Stadium splibsthhj,1,67
Grada Azul Sector,Route de Lorient adhhlpbpwr,7,35
Grada Sur Sector,Route de Lorient menhepixdt,5,30
Grada Amarilla Zona,Route de Lorient menhepixdt,43,50
Grada Norte Sector,Royal Windsor Racecourse eranaxulog,29,48
Grada Sur Grada,Royal Windsor Racecourse eranaxulog,7,24
Grada Blanca Zona,Royal Windsor Racecourse xbvmjfqovz,2,49
Grada Azul Zona,Royal Windsor Racecourse xbvmjfqovz,36,78
Grada Azul Grada,Rubber Bowl fikmagatyi,4,28
Grada Norte Grada,Rubber Bowl fxktvhigdw,47,91
Grada Amarilla Sector,Rubber Bowl fxktvhigdw,43,76
Grada Sur Tribuna,Rubber Bowl fxktvhigdw,1,96
Grada Roja Grada,Rufaro Stadium axtvxxixcl,49,80
Grada Roja Tribuna,Rufaro Stadium axtvxxixcl,41,38
Grada Azul Zona,Rufaro Stadium axtvxxixcl,14,14
Grada Amarilla Sector,Rufaro Stadium jappcnbxfj,14,12
Grada Este Sector,Rufaro Stadium jappcnbxfj,23,25
Grada Sur Tribuna,Rufaro Stadium kjttjquspa,32,44
Grada Este Sector,Rufaro Stadium kjttjquspa,18,75
Grada Negra Grada,Rufaro Stadium kjttjquspa,4,63
Grada Amarilla Sector,Rufaro Stadium nechdpjdrq,1,90
Grada Blanca Grada,Rufaro Stadium nechdpjdrq,24,37
Grada Azul Grada,Rufaro Stadium nechdpjdrq,32,84
Grada Oeste Zona,Rutgers Stadium cdhttadqwx,24,56
Grada Blanca Sector,Rutgers Stadium ityupnurpi,24,67
Grada Verde Zona,Rynearson Stadium aevklhfbex,2,88
Grada Verde Zona,Rynearson Stadium lpgdhrolax,28,89
Grada Negra Sector,Rynearson Stadium vulakrqdoe,15,25
Grada Azul Tribuna,Rynearson Stadium vulakrqdoe,26,65
Grada Sur Zona,Rynearson Stadium ysrcpilghk,27,66
Grada Blanca Grada,Rynearson Stadium ysrcpilghk,28,19
Grada Oeste Zona,Rynearson Stadium ysrcpilghk,21,60
Grada Oeste Zona,Safeco Field afcpulqnyl,20,29
Grada Este Sector,Safeco Field plkyttiyhv,33,30
Grada Norte Grada,Safeco Field qviclkbtki,19,87
Grada Sur Grada,Safeco Field sosyumgrxv,38,40
Grada Verde Tribuna,Salpausselkä ouyyckkuvn,11,86
Grada Sur Sector,Salpausselkä ouyyckkuvn,48,74
Grada Azul Tribuna,Salpausselkä ouyyckkuvn,14,79
Grada Este Sector,Saltlake Stadium exkpywjzsw,8,78
Grada Roja Grada,Saltlake Stadium jvhfzkllen,9,13
Grada Este Sector,Saltlake Stadium jvhfzkllen,42,36
Grada Norte Sector,Saltlake Stadium stfyldywrp,15,49
Grada Norte Zona,Saltlake Stadium tcqcnjcvxv,49,69
Grada Este Grada,Saltlake Stadium vxqdksulpk,38,75
Grada Negra Tribuna,Saltlake Stadium vxqdksulpk,44,70
Grada Este Sector,Saltlake Stadium vxqdksulpk,10,39
Grada Oeste Zona,Sam Boyd Stadium gcqfpkpibp,43,37
Grada Azul Tribuna,Sam Boyd Stadium gcqfpkpibp,43,84
Grada Norte Zona,Sam Boyd Stadium gcqfpkpibp,45,26
Grada Verde Zona,Sam Boyd Stadium gylciasfam,3,89
Grada Este Zona,Sam Boyd Stadium gylciasfam,35,44
Grada Oeste Sector,Sam Boyd Stadium gylciasfam,19,97
Grada Azul Grada,Sam Boyd Stadium hzqvjjieqg,36,70
Grada Norte Sector,Sam Boyd Stadium hzqvjjieqg,37,35
Grada Este Grada,Sam Boyd Stadium zrblmnjuux,39,60
Grada Sur Sector,Sam Boyd Stadium zrblmnjuux,7,18
Grada Azul Zona,Samen Stadium ljbnavltla,1,69
Grada Oeste Tribuna,Samen Stadium ljbnavltla,40,63
Grada Este Sector,Samen Stadium ljbnavltla,15,91
Grada Negra Sector,Samen Stadium lwwleuyadv,23,12
Grada Sur Sector,Samen Stadium lwwleuyadv,18,59
Grada Sur Grada,Samen Stadium lwwleuyadv,6,21
Grada Verde Sector,Sanford Stadium jeeaqffsfu,50,39
Grada Negra Zona,Sanford Stadium jeeaqffsfu,28,87
Grada Oeste Sector,Sanford Stadium lhwvnvfblk,41,25
Grada Verde Sector,Sanford Stadium lhwvnvfblk,29,92
Grada Verde Grada,Sanford Stadium lhwvnvfblk,6,49
Grada Amarilla Sector,Sanford Stadium obbulyqlga,23,67
Grada Verde Sector,Sanford Stadium obbulyqlga,15,30
Grada Blanca Zona,Sanford Stadium qlwnyeczdv,43,46
Grada Blanca Grada,Sanford Stadium qlwnyeczdv,49,42
Grada Sur Sector,Sanford Stadium qlwnyeczdv,22,27
Grada Oeste Sector,Sanford Stadium sfudinjibt,25,50
Grada Negra Grada,Sanford Stadium sfudinjibt,24,36
Grada Blanca Sector,Sanford Stadium sfudinjibt,32,79
Grada Verde Sector,Sanford Stadium sgaguaeutz,47,86
Grada Verde Tribuna,Sanford Stadium sgaguaeutz,49,16
Grada Oeste Zona,Sanford Stadium sgaguaeutz,10,45
Grada Este Sector,Sang-am Stadium bwfxuuovev,42,59
Grada Oeste Zona,Sang-am Stadium bwfxuuovev,26,17
Grada Sur Tribuna,Sang-am Stadium bwfxuuovev,35,66
Grada Oeste Sector,Sang-am Stadium jfpyqvxvig,20,100
Grada Roja Sector,Sang-am Stadium mcxxpiplgi,8,29
Grada Azul Sector,Sang-am Stadium mcxxpiplgi,32,12
Grada Sur Tribuna,Sang-am Stadium uqrbwawncj,1,32
Grada Este Sector,Santa Anita Park lmsmstyvnk,10,56
Grada Verde Grada,Santa Anita Park lmsmstyvnk,40,43
Grada Oeste Grada,Santa Anita Park lmsmstyvnk,21,93
Grada Blanca Sector,Santa Anita Park madduuxais,9,25
Grada Este Zona,Santa Anita Park madduuxais,27,63
Grada Azul Grada,Santa Anita Park uyymapozdg,13,12
Grada Oeste Grada,Santiago Bernabeu fyrcvneutc,30,24
Grada Roja Sector,Santiago Bernabeu fyrcvneutc,18,45
Grada Azul Sector,Santiago Bernabeu nujkkwwpzn,10,90
Grada Oeste Sector,Santiago Bernabeu ppscmzebsf,40,70
Grada Oeste Tribuna,Santiago Bernabeu ppscmzebsf,7,37
Grada Roja Zona,Santiago Bernabeu ppscmzebsf,33,67
Grada Este Grada,Santiago Bernabeu tfsvedyaow,25,77
Grada Amarilla Zona,Santiago Bernabeu tfsvedyaow,15,83
Grada Roja Sector,Santiago Bernabeu tfsvedyaow,25,39
Grada Verde Grada,Santiago Bernabeu tzwuxekyjl,25,53
Grada Sur Tribuna,Santiago Bernabeu tzwuxekyjl,21,67
Grada Este Grada,Santiago Bernabeu tzwuxekyjl,18,20
Grada Oeste Zona,Santiago Bernabeu xlwpqcevar,21,49
Grada Blanca Sector,Santiago Bernabeu xlwpqcevar,41,32
Grada Amarilla Sector,Santiago Bernabeu zlweqdlxqi,22,60
Grada Este Grada,Santiago Bernabeu zlweqdlxqi,7,75
Grada Azul Tribuna,Santiago Bernabeu zlweqdlxqi,42,96
Grada Blanca Zona,Sardar Patel Stadium vbtofrggmm,20,98
Grada Blanca Tribuna,Sardar Patel Stadium vbtofrggmm,50,65
Grada Roja Sector,Schauinsland-Reisen-Arena crrwzuuung,24,56
Grada Verde Zona,Schauinsland-Reisen-Arena crrwzuuung,4,82
Grada Sur Zona,Schauinsland-Reisen-Arena vkizaansva,41,51
Grada Amarilla Sector,Schauinsland-Reisen-Arena vkizaansva,24,83
Grada Amarilla Grada,Schauinsland-Reisen-Arena vkizaansva,8,29
Grada Roja Zona,Scott Stadium tmzmoacbkx,49,34
Grada Sur Tribuna,Scott Stadium tmzmoacbkx,43,35
Grada Sur Sector,Scott Stadium tmzmoacbkx,23,38
Grada Oeste Tribuna,Scott Stadium yrtacexvpk,17,35
Grada Verde Sector,Scott Stadium yrtacexvpk,23,62
Grada Amarilla Sector,Semple Stadium rmwyatboiq,1,98
Grada Azul Sector,Semple Stadium rmwyatboiq,32,85
Grada Amarilla Grada,Semple Stadium rmwyatboiq,40,13
Grada Blanca Tribuna,Sepang F1 Circuit gntqnkuydr,21,63
Grada Roja Tribuna,Sepang F1 Circuit gntqnkuydr,4,95
Grada Este Grada,Sepang F1 Circuit svqphigaze,22,64
Grada Oeste Sector,Sepang F1 Circuit svqphigaze,29,17
Grada Este Grada,Sepang F1 Circuit uwificendg,46,63
Grada Verde Zona,SGL Arena qgavnynyrn,11,13
Grada Oeste Zona,SGL Arena qgavnynyrn,2,50
Grada Azul Grada,SGL Arena qgavnynyrn,6,40
Grada Sur Sector,SGL Arena sakhdpeswq,24,32
Grada Verde Sector,SGL Arena sakhdpeswq,44,13
Grada Roja Zona,SGL Arena sakhdpeswq,18,91
Grada Verde Tribuna,Shah Alam Stadium bbomrtidie,1,76
Grada Amarilla Zona,Shah Alam Stadium bbomrtidie,33,27
Grada Azul Tribuna,Shah Alam Stadium bbomrtidie,44,31
Grada Azul Tribuna,Shah Alam Stadium eihqijylhg,19,30
Grada Roja Zona,Shah Alam Stadium eqivozgdqj,45,75
Grada Azul Zona,Shah Alam Stadium eqivozgdqj,48,57
Grada Blanca Sector,Shah Alam Stadium eqivozgdqj,50,62
Grada Norte Zona,Shah Alam Stadium ivcrbcdcuj,23,58
Grada Roja Sector,Shah Alam Stadium ivcrbcdcuj,12,32
Grada Oeste Sector,Shah Alam Stadium ivcrbcdcuj,8,30
Grada Norte Zona,Shandong Stadium cnjgfdaklu,39,74
Grada Azul Tribuna,Shanghai Int'l Circuit wjzvoecokj,46,78
Grada Oeste Tribuna,Shanghai Int'l Circuit wjzvoecokj,21,48
Grada Negra Tribuna,Shanghai Int'l Circuit wjzvoecokj,38,37
Grada Este Tribuna,Shenzhen Stadium jbcoemhgac,30,18
Grada Este Zona,Shenzhen Stadium kcdtssuyfp,23,57
Grada Blanca Sector,Shenzhen Stadium kcdtssuyfp,47,10
Grada Sur Tribuna,Shenzhen Stadium kcdtssuyfp,14,67
Grada Verde Sector,Shenzhen Stadium odvqbvdcex,43,79
Grada Sur Zona,Shenzhen Stadium odvqbvdcex,50,91
Grada Norte Sector,Shenzhen Stadium odvqbvdcex,3,27
Grada Negra Zona,Shenzhen Stadium qyxnzenkhl,24,74
Grada Blanca Zona,Shenzhen Stadium utwstdvndz,27,50
Grada Este Sector,Shenzhen Stadium utwstdvndz,25,10
Grada Amarilla Zona,Shenzhen Stadium utwstdvndz,16,12
Grada Norte Tribuna,Shenzhen Stadium vwidyjqdcn,29,57
Grada Amarilla Sector,Shenzhen Stadium vwidyjqdcn,22,63
Grada Oeste Sector,Shenzhen Stadium vwidyjqdcn,18,11
Grada Roja Zona,Sher-e-Bangla Mirpur wvaiofpaxq,28,62
Grada Verde Tribuna,Sher-e-Bangla Mirpur xvyhhjdrrg,40,75
Grada Sur Zona,Sher-e-Bangla Mirpur xvyhhjdrrg,3,62
Grada Este Zona,Sher-e-Bangla Mirpur xvyhhjdrrg,19,36
Grada Oeste Tribuna,Shiraz Stadium csrkwsqmuq,35,66
Grada Verde Tribuna,Signal Iduna Park efowxqafmm,45,45
Grada Roja Sector,Signal Iduna Park efowxqafmm,39,36
Grada Verde Sector,Signal Iduna Park efowxqafmm,15,69
Grada Azul Tribuna,Signal Iduna Park hxdbcvvcxa,21,56
Grada Negra Grada,Signal Iduna Park hxdbcvvcxa,8,54
Grada Norte Tribuna,Silverstone Circuit aexdwiapah,40,52
Grada Sur Tribuna,SKA SKVO Stadion aqljnlmlhn,19,67
Grada Azul Grada,SKA SKVO Stadion aqljnlmlhn,7,80
Grada Sur Zona,SKA SKVO Stadion rmxnicxwya,16,43
Grada Negra Sector,SKA SKVO Stadion rmxnicxwya,13,62
Grada Blanca Grada,SKA SKVO Stadion rmxnicxwya,25,89
Grada Azul Sector,SKA SKVO Stadion rniermuuaz,27,53
Grada Blanca Tribuna,Skelly Field jknjbbuiin,16,58
Grada Este Sector,Skelly Field jknjbbuiin,48,90
Grada Roja Sector,Skelly Field jknjbbuiin,40,78
Grada Blanca Sector,Skelly Field mzgigvjlby,5,83
Grada Norte Zona,Skelly Field mzgigvjlby,40,71
Grada Norte Sector,Skelly Field mzgigvjlby,17,82
Grada Negra Sector,Skymark Stadium dpxovvdqhs,26,72
Grada Blanca Zona,Skymark Stadium dpxovvdqhs,24,20
Grada Blanca Sector,Skymark Stadium dpxovvdqhs,27,80
Grada Norte Tribuna,Soccer City Stadium ftvaqvujlo,45,85
Grada Sur Sector,Soccer City Stadium ftvaqvujlo,39,18
Grada Azul Tribuna,Soccer City Stadium ftvaqvujlo,31,91
Grada Norte Sector,Soccer City Stadium oqmvncakid,33,78
Grada Oeste Tribuna,Soccer City Stadium xlrabybpkd,2,73
Grada Roja Tribuna,Soccer City Stadium xlrabybpkd,43,22
Grada Amarilla Sector,Soccer City Stadium xlrabybpkd,41,29
Grada Verde Tribuna,Solvalla Travbana gzudlramfb,32,28
Grada Amarilla Grada,Solvalla Travbana pthlowbgrk,38,21
Grada Norte Sector,Solvalla Travbana pthlowbgrk,46,98
Grada Negra Sector,Solvalla Travbana pthlowbgrk,13,24
Grada Azul Sector,Solvalla Travbana rrivsvajjj,21,85
Grada Norte Sector,Spartan Stadium xkamyhvvin,17,30
Grada Blanca Sector,Spartan Stadium xkamyhvvin,19,15
Grada Blanca Sector,Spartan Stadium zuuzlrjjyw,28,43
Grada Azul Grada,Spartan Stadium zuuzlrjjyw,49,92
Grada Verde Zona,Sports Direct Arena eiyzlvybqx,15,99
Grada Este Tribuna,Sports Direct Arena eiyzlvybqx,40,22
Grada Oeste Sector,Sports Direct Arena eiyzlvybqx,34,96
Grada Sur Zona,Sports Direct Arena vcdbxnfxsj,1,81
Grada Azul Zona,Sports Direct Arena vcdbxnfxsj,33,74
Grada Norte Zona,Sports Direct Arena vcdbxnfxsj,24,22
Grada Blanca Sector,Sports Direct Arena xpbbpvmygz,14,63
Grada Blanca Grada,Sports Direct Arena xurwlubioz,43,49
Grada Norte Grada,Sports Direct Arena xurwlubioz,22,87
Grada Sur Grada,Sports Direct Arena xurwlubioz,25,93
Grada Norte Zona,Spruce Meadows eupebvbmmv,8,98
Grada Roja Grada,Spruce Meadows eupebvbmmv,27,32
Grada Verde Sector,Spruce Meadows eupebvbmmv,8,18
Grada Sur Tribuna,Spruce Meadows ltrvbpfcrb,11,20
Grada Blanca Zona,Spruce Meadows ltrvbpfcrb,31,40
Grada Amarilla Sector,Spruce Meadows lzipnjexny,30,34
Grada Blanca Sector,Spruce Meadows spujtxdjji,11,94
Grada Norte Grada,Spruce Meadows spujtxdjji,24,50
Grada Azul Zona,Spruce Meadows spujtxdjji,13,49
Grada Azul Zona,Spruce Meadows xbddxwfbvm,49,20
Grada Oeste Grada,Spruce Meadows xbddxwfbvm,13,25
Grada Este Sector,Sree Kanteerava Stadium htxakjbgre,48,56
Grada Amarilla Tribuna,Sree Kanteerava Stadium htxakjbgre,18,88
Grada Blanca Tribuna,Sree Kanteerava Stadium htxakjbgre,12,98
Grada Este Grada,Sree Kanteerava Stadium npwtayjkwl,21,99
Grada Este Tribuna,Sree Kanteerava Stadium sisftcwfgr,27,10
